ID: 4 | Subject: Geografia | has_image: False | type: multiple_choice | Q: Os hemisférios da Terra são divididos por linhas imaginárias. Quais são os hemisférios principais?
ID: 300 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Uma granja coletou 2.358 ovos de galinha e 857 ovos de pata a menos. Quantos ovos de pata?
ID: 301 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Quantos ovos foram coletados ao todo?
ID: 302 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Na competição participaram 6.350 alunos. 2.890 eram meninas. Quantos meninos participaram?
ID: 303 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Rosa vendeu 1.075 bilhetes e Joana 860. Quantos venderam juntas?
ID: 304 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Se foram vendidos 1.376 bilhetes, quantos não foram vendidos?
ID: 305 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Um refrigerador custa 1.385 reais. O fogão custa 550 reais a menos. Quanto custa o fogão?
ID: 308 | Subject: Matemática | has_image: True | type: multiple_choice | Q: Calcule: 20 + 9
ID: 309 | Subject: Matemática | has_image: True | type: multiple_choice | Q: Calcule: 25 + 6
ID: 313 | Subject: Matemática | has_image: True | type: multiple_choice | Q: Calcule: 45 + 8
ID: 314 | Subject: Matemática | has_image: True | type: multiple_choice | Q: Calcule: 50 + 2
ID: 315 | Subject: Matemática | has_image: True | type: multiple_choice | Q: Calcule: 55 + 6
ID: 316 | Subject: Matemática | has_image: True | type: multiple_choice | Q: Calcule: 60 + 9
ID: 317 | Subject: Matemática | has_image: True | type: multiple_choice | Q: Calcule: 65 + 4
ID: 318 | Subject: Matemática | has_image: True | type: multiple_choice | Q: Calcule: 70 + 5
ID: 321 | Subject: Matemática | has_image: True | type: multiple_choice | Q: Calcule: 85 + 9
ID: 322 | Subject: Matemática | has_image: True | type: multiple_choice | Q: Calcule: 90 + 7
ID: 323 | Subject: Matemática | has_image: True | type: multiple_choice | Q: Calcule: 95 + 5
ID: 324 | Subject: Matemática | has_image: True | type: multiple_choice | Q: Calcule: 100 + 9
ID: 307 | Subject: Matemática | has_image: True | type: multiple_choice | Q: Calcule: 15 + 9
ID: 310 | Subject: Matemática | has_image: True | type: multiple_choice | Q: Calcule: 30 + 5
ID: 312 | Subject: Matemática | has_image: True | type: multiple_choice | Q: Calcule: 40 + 3
ID: 327 | Subject: Matemática | has_image: True | type: multiple_choice | Q: Calcule: 115 + 4
ID: 328 | Subject: Matemática | has_image: True | type: multiple_choice | Q: Calcule: 120 + 5
ID: 331 | Subject: Matemática | has_image: True | type: multiple_choice | Q: Calcule: 135 + 7
ID: 332 | Subject: Matemática | has_image: True | type: multiple_choice | Q: Calcule: 140 + 4
ID: 333 | Subject: Matemática | has_image: True | type: multiple_choice | Q: Calcule: 145 + 9
ID: 334 | Subject: Matemática | has_image: True | type: multiple_choice | Q: Calcule: 150 + 5
ID: 335 | Subject: Matemática | has_image: True | type: multiple_choice | Q: Calcule: 155 + 2
ID: 336 | Subject: Matemática | has_image: True | type: multiple_choice | Q: Calcule: 160 + 8
ID: 338 | Subject: Matemática | has_image: True | type: multiple_choice | Q: Calcule: 170 + 4
ID: 340 | Subject: Matemática | has_image: True | type: multiple_choice | Q: Calcule: 180 + 9
ID: 341 | Subject: Matemática | has_image: True | type: multiple_choice | Q: Calcule: 185 + 5
ID: 342 | Subject: Matemática | has_image: True | type: multiple_choice | Q: Calcule: 190 + 6
ID: 343 | Subject: Matemática | has_image: True | type: multiple_choice | Q: Calcule: 195 + 7
ID: 344 | Subject: Matemática | has_image: True | type: multiple_choice | Q: Calcule: 50 - 27
ID: 345 | Subject: Matemática | has_image: True | type: multiple_choice | Q: Calcule: 57 - 27
ID: 347 | Subject: Matemática | has_image: True | type: multiple_choice | Q: Calcule: 71 - 10
ID: 348 | Subject: Matemática | has_image: True | type: multiple_choice | Q: Calcule: 78 - 21
ID: 349 | Subject: Matemática | has_image: True | type: multiple_choice | Q: Calcule: 85 - 21
ID: 326 | Subject: Matemática | has_image: True | type: multiple_choice | Q: Calcule: 110 + 6
ID: 330 | Subject: Matemática | has_image: True | type: multiple_choice | Q: Calcule: 130 + 4
ID: 354 | Subject: Matemática | has_image: True | type: multiple_choice | Q: Calcule: 120 - 14
ID: 356 | Subject: Matemática | has_image: True | type: multiple_choice | Q: Calcule: 134 - 15
ID: 357 | Subject: Matemática | has_image: True | type: multiple_choice | Q: Calcule: 141 - 14
ID: 358 | Subject: Matemática | has_image: True | type: multiple_choice | Q: Calcule: 148 - 19
ID: 359 | Subject: Matemática | has_image: True | type: multiple_choice | Q: Calcule: 155 - 12
ID: 361 | Subject: Matemática | has_image: True | type: multiple_choice | Q: Calcule: 169 - 7
ID: 362 | Subject: Matemática | has_image: True | type: multiple_choice | Q: Calcule: 176 - 5
ID: 363 | Subject: Matemática | has_image: True | type: multiple_choice | Q: Calcule: 183 - 8
ID: 364 | Subject: Matemática | has_image: True | type: multiple_choice | Q: Calcule: 190 - 23
ID: 365 | Subject: Matemática | has_image: True | type: multiple_choice | Q: Calcule: 197 - 29
ID: 366 | Subject: Matemática | has_image: True | type: multiple_choice | Q: Calcule: 204 - 17
ID: 367 | Subject: Matemática | has_image: True | type: multiple_choice | Q: Calcule: 211 - 27
ID: 368 | Subject: Matemática | has_image: True | type: multiple_choice | Q: Calcule: 218 - 18
ID: 370 | Subject: Matemática | has_image: True | type: multiple_choice | Q: Calcule: 232 - 16
ID: 371 | Subject: Matemática | has_image: True | type: multiple_choice | Q: Calcule: 239 - 10
ID: 372 | Subject: Matemática | has_image: True | type: multiple_choice | Q: Calcule: 246 - 21
ID: 373 | Subject: Matemática | has_image: True | type: multiple_choice | Q: Calcule: 253 - 5
ID: 161 | Subject: Geografia | has_image: False | type: multiple_choice | Q: Qual país faz fronteira com o Paraná (PR) na Região Sul?
ID: 353 | Subject: Matemática | has_image: True | type: multiple_choice | Q: Calcule: 113 - 19
ID: 355 | Subject: Matemática | has_image: True | type: multiple_choice | Q: Calcule: 127 - 11
ID: 191 | Subject: Geografia | has_image: True | type: map_analysis | Q: Observe o mapa. Quantos oceanos existem na Terra?
ID: 375 | Subject: Matemática | has_image: True | type: multiple_choice | Q: Calcule: 267 - 8
ID: 376 | Subject: Matemática | has_image: True | type: multiple_choice | Q: Calcule: 274 - 8
ID: 377 | Subject: Matemática | has_image: True | type: multiple_choice | Q: Calcule: 281 - 14
ID: 378 | Subject: Matemática | has_image: True | type: multiple_choice | Q: Calcule: 288 - 5
ID: 379 | Subject: Matemática | has_image: True | type: multiple_choice | Q: Calcule: 295 - 24
ID: 1 | Subject: Geografia | has_image: True | type: multiple_choice | Q: Qual das opções apresenta apenas continentes?
ID: 15 | Subject: Geografia | has_image: True | type: multiple_choice | Q: Qual opção apresenta apenas continentes?
ID: 95 | Subject: Geografia | has_image: True | type: multiple_choice | Q: Qual opção apresenta apenas continentes?
ID: 405 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Qual número tem 5 milhares, 7 centenas, 8 dezenas e 9 unidades?
ID: 182 | Subject: Geografia | has_image: True | type: multiple_choice | Q: Qual continente fica a leste da Europa?
ID: 422 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Observe o ábaco e identifique o número representado.
ID: 217 | Subject: Geografia | has_image: True | type: map_analysis | Q: Observe o mapa. O continente destacado é:
ID: 183 | Subject: Geografia | has_image: True | type: multiple_choice | Q: Qual é o maior continente do planeta?
ID: 205 | Subject: Geografia | has_image: True | type: map_analysis | Q: Observe o mapa-múndi e identifique o continente destacado.
ID: 206 | Subject: Geografia | has_image: True | type: map_analysis | Q: No mapa, qual continente está destacado abaixo da Europa?
ID: 218 | Subject: Geografia | has_image: True | type: map_analysis | Q: Observe o mapa com o Japão marcado. Em qual continente ele fica?
ID: 209 | Subject: Geografia | has_image: True | type: map_analysis | Q: Observe o mapa com oceanos nomeados. Qual oceano está destacado entre a América e a Europa?
ID: 306 | Subject: Matemática | has_image: True | type: multiple_choice | Q: Calcule: 10 + 5
ID: 208 | Subject: Geografia | has_image: True | type: map_analysis | Q: Observe o mapa. Qual continente destacado fica a oeste da África?
ID: 498 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Complete com >, < ou = : 318 ___ 803
ID: 320 | Subject: Matemática | has_image: True | type: multiple_choice | Q: Calcule: 80 + 7
ID: 325 | Subject: Matemática | has_image: True | type: multiple_choice | Q: Calcule: 105 + 6
ID: 62 | Subject: Geografia | has_image: True | type: multiple_choice | Q: Qual deserto é citado como um dos mais secos do mundo, localizado no norte do Chile?
ID: 50 | Subject: Geografia | has_image: True | type: multiple_choice | Q: Qual é a capital do Rio Grande do Sul (RS)?
ID: 437 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Observe o ábaco e identifique o número representado.
ID: 339 | Subject: Matemática | has_image: True | type: multiple_choice | Q: Calcule: 175 + 6
ID: 160 | Subject: Geografia | has_image: False | type: multiple_choice | Q: Qual país fica ao sul do Brasil e faz fronteira com o Rio Grande do Sul?
ID: 233 | Subject: Geografia | has_image: True | type: map_analysis | Q: Observe o mapa da América do Sul. Qual país destacado é a Argentina?
ID: 23 | Subject: Geografia | has_image: True | type: multiple_choice | Q: Qual oceano fica principalmente entre a África e a Austrália/Oceania?
ID: 22 | Subject: Geografia | has_image: True | type: multiple_choice | Q: Qual oceano banha a costa oeste da América do Sul?
ID: 102 | Subject: Geografia | has_image: True | type: multiple_choice | Q: Qual oceano banha a costa oeste da América do Sul?
ID: 448 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Observe o ábaco e identifique o número representado.
ID: 454 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Uma barraca vendeu 112 frutas pela manhã e 66 à tarde. Quantas frutas vendeu ao todo?
ID: 470 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Uma barraca vendeu 151 frutas pela manhã e 99 à tarde. Quantas frutas vendeu ao todo?
ID: 219 | Subject: Geografia | has_image: True | type: visual_interpretation | Q: Observe a imagem com um templo oriental e a bandeira do Japão. Esse país pertence a qual continente?
ID: 111 | Subject: Geografia | has_image: False | type: multiple_choice | Q: Qual linha imaginária divide a Terra em hemisfério Norte e hemisfério Sul?
ID: 31 | Subject: Geografia | has_image: True | type: multiple_choice | Q: Qual linha imaginária divide a Terra em hemisfério Norte e hemisfério Sul?
ID: 195 | Subject: Geografia | has_image: True | type: diagram_analysis | Q: Observe o globo terrestre com as linhas imaginárias. Qual linha divide a Terra em Hemisfério Norte e Hemisfério Sul?
ID: 203 | Subject: Geografia | has_image: True | type: map_analysis | Q: Observe o mapa da América do Sul. Qual país faz fronteira com o Brasil ao sul e tem Buenos Aires como capital?
ID: 51 | Subject: Geografia | has_image: True | type: multiple_choice | Q: Qual oceano banha a costa leste da Região Sul do Brasil?
ID: 202 | Subject: Geografia | has_image: True | type: diagram_analysis | Q: Observe a rosa dos ventos completa. Qual é o ponto colateral entre Norte e Leste?
ID: 351 | Subject: Matemática | has_image: True | type: multiple_choice | Q: Calcule: 99 - 17
ID: 133 | Subject: Geografia | has_image: False | type: multiple_choice | Q: A Região Sul faz fronteira ao norte principalmente com:
ID: 374 | Subject: Matemática | has_image: True | type: multiple_choice | Q: Calcule: 260 - 27
ID: 483 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Complete com >, < ou = : 316 ___ 474
ID: 484 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Complete com >, < ou = : 344 ___ 202
ID: 486 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Complete com >, < ou = : 298 ___ 313
ID: 487 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Complete com >, < ou = : 591 ___ 392
ID: 488 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Complete com >, < ou = : 103 ___ 450
ID: 489 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Complete com >, < ou = : 506 ___ 496
ID: 490 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Complete com >, < ou = : 975 ___ 672
ID: 491 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Complete com >, < ou = : 951 ___ 667
ID: 492 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Complete com >, < ou = : 620 ___ 814
ID: 493 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Complete com >, < ou = : 254 ___ 889
ID: 495 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Complete com >, < ou = : 709 ___ 801
ID: 496 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Complete com >, < ou = : 263 ___ 503
ID: 497 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Complete com >, < ou = : 286 ___ 216
ID: 480 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Complete com >, < ou = : 327 ___ 566
ID: 481 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Complete com >, < ou = : 410 ___ 590
ID: 482 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Complete com >, < ou = : 510 ___ 987
ID: 407 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Qual número tem 2 milhares, 0 centenas, 4 dezenas e 5 unidades?
ID: 255 | Subject: Geografia | has_image: True | type: visual_interpretation | Q: Observe a prancha com mapa da América do Sul, rosa dos ventos, globo com hemisférios e diagrama da Terra. Esses elementos pertencem ao estudo de:
ID: 215 | Subject: Geografia | has_image: True | type: visual_interpretation | Q: Observe a imagem do pôr do sol. Em qual direção o Sol se põe?
ID: 499 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Complete com >, < ou = : 499 ___ 541
ID: 388 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Qual número tem 2 milhares, 3 centenas, 7 dezenas e 6 unidades?
ID: 350 | Subject: Matemática | has_image: True | type: multiple_choice | Q: Calcule: 92 - 10
ID: 494 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Complete com >, < ou = : 122 ___ 314
ID: 485 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Complete com >, < ou = : 728 ___ 950
ID: 418 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Qual número tem 5 milhares, 7 centenas, 4 dezenas e 6 unidades?
ID: 438 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Observe o ábaco e identifique o número representado.
ID: 446 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Observe o ábaco e identifique o número representado.
ID: 430 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Observe o ábaco e identifique o número representado.
ID: 452 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Uma barraca vendeu 400 frutas pela manhã e 228 à tarde. Quantas frutas vendeu ao todo?
ID: 476 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Uma barraca vendeu 222 frutas pela manhã e 174 à tarde. Quantas frutas vendeu ao todo?
ID: 401 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Qual número tem 4 milhares, 4 centenas, 6 dezenas e 2 unidades?
ID: 439 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Observe o ábaco e identifique o número representado.
ID: 65 | Subject: Geografia | has_image: True | type: multiple_choice | Q: As Ilhas Malvinas ficam em qual oceano, segundo o conteúdo?
ID: 433 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Observe o ábaco e identifique o número representado.
ID: 436 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Observe o ábaco e identifique o número representado.
ID: 63 | Subject: Geografia | has_image: True | type: multiple_choice | Q: Qual oceano está a oeste do Chile?
ID: 193 | Subject: Geografia | has_image: True | type: visual_interpretation | Q: Observe a imagem do nascer do Sol. Um garoto está de frente para o Sol nascendo. Qual é a direção que está às suas costas?
ID: 431 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Observe o ábaco e identifique o número representado.
ID: 444 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Observe o ábaco e identifique o número representado.
ID: 396 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Qual número tem 1 milhares, 6 centenas, 1 dezenas e 6 unidades?
ID: 386 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Qual número tem 3 milhares, 2 centenas, 1 dezenas e 9 unidades?
ID: 471 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Uma barraca vendeu 458 frutas pela manhã e 258 à tarde. Quantas frutas vendeu ao todo?
ID: 52 | Subject: Geografia | has_image: True | type: multiple_choice | Q: Quais países fazem fronteira com a Região Sul do Brasil?
ID: 81 | Subject: Geografia | has_image: True | type: multiple_choice | Q: Qual país faz fronteira com o Paraná (PR) na Região Sul?
ID: 18 | Subject: Geografia | has_image: True | type: multiple_choice | Q: Qual continente está a oeste da Ásia e ao norte da África?
ID: 98 | Subject: Geografia | has_image: True | type: multiple_choice | Q: Qual continente está a oeste da Ásia e ao norte da África?
ID: 145 | Subject: Geografia | has_image: True | type: multiple_choice | Q: As Ilhas Malvinas ficam em qual oceano, segundo o conteúdo?
ID: 42 | Subject: Geografia | has_image: True | type: multiple_choice | Q: Em muitos materiais didáticos, o manto pode ser dividido em:
ID: 122 | Subject: Geografia | has_image: True | type: multiple_choice | Q: Em muitos materiais didáticos, o manto pode ser dividido em:
ID: 200 | Subject: Geografia | has_image: True | type: diagram_analysis | Q: Observe o corte transversal da Terra. Qual é a camada mais externa do planeta?
ID: 46 | Subject: Geografia | has_image: True | type: multiple_choice | Q: Qual sequência apresenta apenas camadas da atmosfera citadas em muitos livros didáticos?
ID: 126 | Subject: Geografia | has_image: True | type: multiple_choice | Q: Qual sequência apresenta apenas camadas da atmosfera citadas em muitos livros didáticos?
ID: 201 | Subject: Geografia | has_image: True | type: diagram_analysis | Q: Observe o diagrama das camadas da atmosfera. Em qual camada ocorrem os fenômenos climáticos como chuva, nuvens e vento?
ID: 244 | Subject: Geografia | has_image: True | type: diagram_analysis | Q: Observe os dois esquemas lado a lado. Qual deles mostra o movimento responsável pelo dia e pela noite?
ID: 246 | Subject: Geografia | has_image: True | type: diagram_analysis | Q: Na imagem das camadas da atmosfera, qual é a camada mais próxima da superfície da Terra?
ID: 473 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Uma barraca vendeu 161 frutas pela manhã e 133 à tarde. Quantas frutas vendeu ao todo?
ID: 252 | Subject: Geografia | has_image: True | type: map_analysis | Q: No mapa do Paraguai, qual capital está marcada?
ID: 2 | Subject: Geografia | has_image: True | type: multiple_choice | Q: Qual é o maior oceano do planeta Terra?
ID: 20 | Subject: Geografia | has_image: True | type: multiple_choice | Q: Qual é o maior oceano do planeta?
ID: 100 | Subject: Geografia | has_image: True | type: multiple_choice | Q: Qual é o maior oceano do planeta?
ID: 21 | Subject: Geografia | has_image: True | type: multiple_choice | Q: Qual oceano separa a América da Europa e da África?
ID: 103 | Subject: Geografia | has_image: True | type: multiple_choice | Q: Qual oceano fica principalmente entre a África e a Austrália/Oceania?
ID: 131 | Subject: Geografia | has_image: True | type: multiple_choice | Q: Qual oceano banha a costa leste da Região Sul do Brasil?
ID: 143 | Subject: Geografia | has_image: True | type: multiple_choice | Q: Qual oceano está a oeste do Chile?
ID: 245 | Subject: Geografia | has_image: True | type: diagram_analysis | Q: Observe o esquema em camadas ao redor da Terra. O conjunto dessas camadas é chamado de:
ID: 477 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Uma barraca vendeu 261 frutas pela manhã e 276 à tarde. Quantas frutas vendeu ao todo?
ID: 178 | Subject: Geografia | has_image: True | type: multiple_choice | Q: Qual oceano separa a América da Europa?
ID: 16 | Subject: Geografia | has_image: True | type: multiple_choice | Q: Qual continente fica no extremo sul do planeta Terra?
ID: 3 | Subject: Geografia | has_image: True | type: multiple_choice | Q: Qual conjunto apresenta corretamente os cinco oceanos?
ID: 19 | Subject: Geografia | has_image: True | type: multiple_choice | Q: Quantos oceanos existem na Terra?
ID: 75 | Subject: Geografia | has_image: True | type: multiple_choice | Q: Qual alternativa tem APENAS oceanos?
ID: 99 | Subject: Geografia | has_image: True | type: multiple_choice | Q: Quantos oceanos existem na Terra?
ID: 155 | Subject: Geografia | has_image: True | type: multiple_choice | Q: Qual alternativa tem APENAS oceanos?
ID: 17 | Subject: Geografia | has_image: True | type: multiple_choice | Q: Qual é o maior continente do planeta?
ID: 97 | Subject: Geografia | has_image: True | type: multiple_choice | Q: Qual é o maior continente do planeta?
ID: 225 | Subject: Geografia | has_image: True | type: map_analysis | Q: Observe o mapa-múndi e identifique o continente destacado.
ID: 227 | Subject: Geografia | has_image: True | type: diagram_analysis | Q: Observe a rosa dos ventos. Qual ponto colateral fica entre Norte e Leste?
ID: 190 | Subject: Geografia | has_image: True | type: map_analysis | Q: Observe o mapa-múndi. Quantos continentes existem no planeta Terra?
ID: 211 | Subject: Geografia | has_image: True | type: map_analysis | Q: Observe o mapa. Qual oceano destacado fica entre a África, a Ásia e a Oceania?
ID: 101 | Subject: Geografia | has_image: True | type: multiple_choice | Q: Qual oceano separa a América da Europa e da África?
ID: 235 | Subject: Geografia | has_image: True | type: map_analysis | Q: Observe o mapa da América do Sul. Qual país longo e estreito destacado é o Chile?
ID: 466 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Uma barraca vendeu 442 frutas pela manhã e 115 à tarde. Quantas frutas vendeu ao todo?
ID: 96 | Subject: Geografia | has_image: True | type: multiple_choice | Q: Qual continente fica no extremo sul do planeta Terra?
ID: 64 | Subject: Geografia | has_image: True | type: multiple_choice | Q: Qual cabo é localizado no extremo sul da América do Sul?
ID: 144 | Subject: Geografia | has_image: True | type: multiple_choice | Q: Qual cabo é localizado no extremo sul da América do Sul?
ID: 108 | Subject: Geografia | has_image: False | type: multiple_choice | Q: Qual ponto colateral fica entre Sul e Oeste?
ID: 237 | Subject: Geografia | has_image: True | type: map_analysis | Q: Observe o mapa do Atlântico Sul. As ilhas destacadas correspondem a quais territórios estudados?
ID: 469 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Uma barraca vendeu 196 frutas pela manhã e 53 à tarde. Quantas frutas vendeu ao todo?
ID: 463 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Uma barraca vendeu 264 frutas pela manhã e 208 à tarde. Quantas frutas vendeu ao todo?
ID: 169 | Subject: Geografia | has_image: False | type: multiple_choice | Q: A Região Sul cita grande influência europeia, principalmente de origem:
ID: 53 | Subject: Geografia | has_image: True | type: multiple_choice | Q: A Região Sul faz fronteira ao norte principalmente com:
ID: 397 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Qual número tem 5 milhares, 2 centenas, 0 dezenas e 4 unidades?
ID: 130 | Subject: Geografia | has_image: False | type: multiple_choice | Q: Qual é a capital do Rio Grande do Sul (RS)?
ID: 132 | Subject: Geografia | has_image: False | type: multiple_choice | Q: Quais países fazem fronteira com a Região Sul do Brasil?
ID: 247 | Subject: Geografia | has_image: True | type: map_analysis | Q: Observe o mapa da América do Sul. Qual país destacado não possui saída para o mar?
ID: 254 | Subject: Geografia | has_image: True | type: map_analysis | Q: Qual oceano aparece a oeste da América do Sul no mapa?
ID: 196 | Subject: Geografia | has_image: True | type: diagram_analysis | Q: Observe o globo. Qual linha imaginárias divide a Terra em Hemisfério Leste e Hemisfério Oeste?
ID: 192 | Subject: Geografia | has_image: True | type: diagram_analysis | Q: Observe a rosa dos ventos. Qual ponto cardeal está sempre em direção ao nascer do Sol?
ID: 472 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Uma barraca vendeu 137 frutas pela manhã e 260 à tarde. Quantas frutas vendeu ao todo?
ID: 479 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Uma barraca vendeu 188 frutas pela manhã e 171 à tarde. Quantas frutas vendeu ao todo?
ID: 468 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Uma barraca vendeu 368 frutas pela manhã e 155 à tarde. Quantas frutas vendeu ao todo?
ID: 229 | Subject: Geografia | has_image: True | type: diagram_analysis | Q: Observe o globo com uma linha horizontal destacada. Essa linha representa:
ID: 394 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Qual número tem 1 milhares, 3 centenas, 7 dezenas e 0 unidades?
ID: 382 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Qual número tem 4 milhares, 1 centenas, 2 dezenas e 8 unidades?
ID: 402 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Qual número tem 2 milhares, 5 centenas, 2 dezenas e 7 unidades?
ID: 395 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Qual número tem 5 milhares, 3 centenas, 5 dezenas e 8 unidades?
ID: 426 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Observe o ábaco e identifique o número representado.
ID: 387 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Qual número tem 4 milhares, 4 centenas, 5 dezenas e 8 unidades?
ID: 406 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Qual número tem 2 milhares, 8 centenas, 2 dezenas e 6 unidades?
ID: 462 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Uma barraca vendeu 379 frutas pela manhã e 190 à tarde. Quantas frutas vendeu ao todo?
ID: 389 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Qual número tem 4 milhares, 0 centenas, 3 dezenas e 3 unidades?
ID: 457 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Uma barraca vendeu 131 frutas pela manhã e 220 à tarde. Quantas frutas vendeu ao todo?
ID: 400 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Qual número tem 2 milhares, 3 centenas, 2 dezenas e 1 unidades?
ID: 393 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Qual número tem 4 milhares, 2 centenas, 8 dezenas e 7 unidades?
ID: 467 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Uma barraca vendeu 431 frutas pela manhã e 71 à tarde. Quantas frutas vendeu ao todo?
ID: 451 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Uma barraca vendeu 107 frutas pela manhã e 156 à tarde. Quantas frutas vendeu ao todo?
ID: 464 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Uma barraca vendeu 222 frutas pela manhã e 82 à tarde. Quantas frutas vendeu ao todo?
ID: 415 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Qual número tem 1 milhares, 0 centenas, 3 dezenas e 1 unidades?
ID: 399 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Qual número tem 1 milhares, 8 centenas, 9 dezenas e 8 unidades?
ID: 408 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Qual número tem 3 milhares, 4 centenas, 0 dezenas e 9 unidades?
ID: 460 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Uma barraca vendeu 243 frutas pela manhã e 124 à tarde. Quantas frutas vendeu ao todo?
ID: 391 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Qual número tem 5 milhares, 5 centenas, 2 dezenas e 9 unidades?
ID: 417 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Qual número tem 3 milhares, 4 centenas, 9 dezenas e 3 unidades?
ID: 416 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Qual número tem 4 milhares, 7 centenas, 5 dezenas e 9 unidades?
ID: 475 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Uma barraca vendeu 487 frutas pela manhã e 285 à tarde. Quantas frutas vendeu ao todo?
ID: 458 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Uma barraca vendeu 305 frutas pela manhã e 90 à tarde. Quantas frutas vendeu ao todo?
ID: 414 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Qual número tem 5 milhares, 6 centenas, 6 dezenas e 6 unidades?
ID: 459 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Uma barraca vendeu 453 frutas pela manhã e 190 à tarde. Quantas frutas vendeu ao todo?
ID: 441 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Observe o ábaco e identifique o número representado.
